dish_id,gt_kcal,gt_ingr_count,gt_ingr,gpt-4.1-mini__kcal_est,gpt-4.1-mini__pct_err,gpt-4.1-mini__dish_ru,gpt-4.1__kcal_est,gpt-4.1__pct_err,gpt-4.1__dish_ru,gpt-4o__kcal_est,gpt-4o__pct_err,gpt-4o__dish_ru,claude-sonnet-4-6__kcal_est,claude-sonnet-4-6__pct_err,claude-sonnet-4-6__dish_ru,claude-haiku-4-5__kcal_est,claude-haiku-4-5__pct_err,claude-haiku-4-5__dish_ru,gemini-2.5-pro__kcal_est,gemini-2.5-pro__pct_err,gemini-2.5-pro__dish_ru,gemini-2.5-flash__kcal_est,gemini-2.5-flash__pct_err,gemini-2.5-flash__dish_ru
dish_1566329049,814.9,20,"bell peppers, cauliflower, beef, jalapenos, spinach (raw)",620.0,23.9,"Ассорти из пиццы, курицы, риса, брюссельской капусты, цветной капусты и говядины",570.0,30.1,"Пицца с сыром, куриное филе, говядина, цветная капуста, брюссельская капуста, рис с овощами",650.0,20.2,"Ассорти из пиццы, риса, брюссельской капусты, цветной капусты и мяса",680.0,16.6,Смешанная тарелка (шведский стол / буфет),480.0,41.1,Мясо с овощами и гарнирами,720.0,11.6,"Сборная тарелка (мясо, курица, рис, овощи, пицца)",950.0,16.6,"Сборное блюдо: курица, говядина, рис, брюссельская капуста, цветная капуста, пицца"
dish_1566332040,14.9,1,spinach (raw),12.0,19.7,Свежий шпинат,14.0,6.4,салат из свежего шпината,23.0,53.8,Салат из свежего шпината,18.0,20.4,Свежий шпинат (листья),23.0,53.8,Салат из свежего шпината,12.0,19.7,Свежий шпинат,23.0,53.8,Шпинат
dish_1566332116,153.6,3,"olives, spinach (raw), cucumbers",90.0,41.4,"Салат со шпинатом, огурцом и оливками",85.0,44.6,"Салат из шпината, огурца и маслин",120.0,21.8,"Салат со шпинатом, огурцом и красной фасолью",148.0,3.6,"Салат из шпината, огурца и маслин каламата",95.0,38.1,"Салат со шпинатом, огурцом и красным виноградом",105.0,31.6,"Салат со шпинатом, огурцом и красной фасолью",150.0,2.3,"Салат со шпинатом, огурцами и фасолью"
dish_1566414291,345.1,3,"olive oil, roasted potatoes, quinoa",280.0,18.9,Запечённый картофель с овощным салатом и кус-кусом,210.0,39.2,Запечённый картофель с овощным салатом и кус-кусом,320.0,7.3,Запечённый картофель с овощным салатом и булгуром,520.0,50.7,"Жареный картофель с овощами, кускусом и тёртым сыром",425.0,23.1,Жареный картофель с беконом и овощами,385.0,11.5,Запеченный картофель с салатом из кускуса и овощей,450.0,30.4,Кускус с овощами и запеченный картофель
dish_1566414412,920.1,27,"shallots, olive oil, garlic, lemon juice, basil",320.0,65.2,"Салат с запечённым картофелем, овощами и творогом",410.0,55.4,"Курица с соусом, жареный картофель, салат из свежих овощей и микс зелени, кускус с овощами",450.0,51.1,"Салат с курицей, запеченным картофелем и овощами",420.0,54.4,"Тарелка с кускусом, запечёнными овощами и свежим салатом",320.0,65.2,"Салат с курицей, овощами и зерновой крошкой",565.0,38.6,Запеченный картофель с курицей в сливочном соусе и салатом,650.0,29.4,"Курица с кускусом и овощами, запеченный картофель и салат"
dish_1566414723,728.8,22,"green onions, salt, white wine, olive oil, rosemary",350.0,52.0,Куриное филе с жареным картофелем и грибным соусом,370.0,49.2,Куриная грудка с картофелем и омлетом,520.0,28.7,Куриное филе с картофелем и омлетом,610.0,16.3,Куриное филе с жареным картофелем и куриным салатом со сметаной и зеленью,380.0,47.9,Тофу с жареным картофелем и рисовой кашей с зеленью,485.0,33.5,Курица с запеченным картофелем и салатом,650.0,10.8,Курица с картофелем и салатом из курицы с майонезом
dish_1566415520,74.8,2,"olive oil, green beans",31.0,58.6,стручковая фасоль вареная,27.0,63.9,отварная стручковая фасоль,35.0,53.2,Отварная стручковая фасоль,38.0,49.2,Отварная стручковая фасоль,45.0,39.9,Стручковая фасоль отварная,42.0,43.9,Стручковая фасоль,47.0,37.2,Зеленая фасоль
dish_1566501153,1006.9,7,"olives, carrot, spinach (raw), parmesan cheese, chicken",400.0,60.3,"Салат с курицей, авокадо и шпинатом",370.0,63.3,"Салат с курицей, авокадо, шпинатом и пармезаном",,,,490.0,51.3,"Салат со шпинатом, курицей, авокадо и фасолью",215.0,78.6,"Салат с курицей, овощами и зеленью шпината",485.0,51.8,"Салат с курицей, авокадо и шпинатом",550.0,45.4,"Салат с курицей, авокадо, шпинатом, оливками и пармезаном"
dish_1566502271,296.8,13,"chard, parsley, chive, olive oil, carrot",350.0,17.9,Цезарь с курицей,370.0,24.7,Салат Цезарь с жареной куриной грудкой,,,,620.0,108.9,Салат Цезарь с курицей (жареное куриное филе отдельно),385.0,29.7,Курица с салатом из зелени,395.0,33.1,Салат Цезарь с запеченной курицей,650.0,119.0,Курица в панировке с салатом Цезарь
dish_1566502472,132.9,10,"sun dried tomatoes, garlic, olive oil, mustard, cucumbers",40.0,69.9,Салат из шпината с кукурузой,32.0,75.9,Салат из шпината с кукурузой,35.0,73.7,Салат из шпината с кукурузой,72.0,45.8,Салат из свежего шпината с кукурузой и кедровыми орешками,145.0,9.1,Салат со шпинатом и овощами с картофельным чипсом,32.0,75.9,Салат со шпинатом и кукурузой,35.0,73.7,Салат из шпината с кукурузой и брокколи
dish_1566587689,196.8,9,"salmon, salt, olive oil, thyme, kale",280.0,42.2,Лосось с рисом и листовой зеленью,180.0,8.6,Лосось с тушёным мангольдом,250.0,27.0,Лосось с гарниром из зелени,235.0,19.4,Тушёный мангольд с запечёной рыбой (лосось),280.0,42.2,Листовая зелень со сложенной свёклой и филе рыбы,365.0,85.4,Запеченный лосось с рисом и салатом из мангольда,380.0,93.0,Лосось с тушеным мангольдом и бурым рисом
dish_1566592456,55.4,1,caesar salad,150.0,170.6,Салат Цезарь,95.0,71.4,Салат Цезарь (маленькая порция),220.0,296.8,Салат Цезарь,185.0,233.7,Салат Цезарь (без курицы),285.0,414.1,Цезарь салат,195.0,251.7,Салат Цезарь,280.0,405.1,Салат Цезарь
dish_1566838317,114.2,2,"watermelon, pineapple",45.0,60.6,нарезанный ананас и арбуз,38.0,66.7,Нарезанные кубиками ананас и арбуз,80.0,29.9,Нарезанные кусочки ананаса и арбуза,105.0,8.1,Фруктовая тарелка: ананас и арбуз,58.0,49.2,Нарезанные ананас и помидор,74.0,35.2,Фруктовая тарелка (арбуз и ананас),86.0,24.7,Фруктовая нарезка (арбуз и ананас)
dish_1566846997,343.7,12,"jalapenos, wheat berry, pork, mayonnaise, pepper",200.0,41.8,Обжаренное мясо с овощами,220.0,36.0,Жареная свинина кусочками,350.0,1.8,Жареное мясо,290.0,15.6,Жареные кусочки мяса с овощами,280.0,18.5,Жареное мясо (говядина или свинина),245.0,28.7,Кусочки жареной свинины,450.0,30.9,Жареная свинина с овощами
dish_1566847043,434.9,13,"carrot, garlic, salt, lemon juice, parsley",320.0,26.4,Жареное мясо с тушёными кабачками,170.0,60.9,Тушёная курица с кабачками,250.0,42.5,Тушеное мясо с кабачками,370.0,14.9,Жареное мясо с тушёными кабачками,310.0,28.7,Говядина с жареными кабачками,385.0,11.5,Тушеная свинина с кабачками,580.0,33.4,Тушеная свинина с кабачками
dish_1566849895,112.3,2,"olives, carrot",20.0,82.2,Натертая морковь,25.0,77.7,Тёртая морковь,41.0,63.5,Тёртая морковь,90.0,19.9,Морковь по-корейски / тёртая морковь,52.0,53.7,Тёртая морковь в сковороде,41.0,63.5,Тертая морковь,62.0,44.8,Натертая морковь
dish_1566849955,147.2,4,"olives, onions, cherry tomatoes, carrot",70.0,52.4,"Салат из моркови, черри и красного лука",55.0,62.6,"Салат из моркови, красного лука и черри",70.0,52.4,Салат из свежих овощей,92.0,37.5,"Овощной салат с морковью, красным луком и помидорами черри",185.0,25.7,Жареные овощи (перец и лук),58.0,60.6,Овощной салат (заготовка),90.0,38.8,"Салат из моркови, красного лука и томатов черри"
dish_1566920304,296.4,1,egg whites,150.0,49.4,творог,90.0,69.6,Варёные яичные белки,75.0,74.7,"Яичные белки, варёные",94.0,68.3,Нарезанные варёные яичные белки,285.0,3.8,Картофельное пюре,420.0,41.7,Сырные кёрды,525.0,77.1,Сырные кусочки
dish_1566931140,126.7,2,"cauliflower, avocado",110.0,13.2,жареная цветная капуста с авокадо,70.0,44.8,Запечённая цветная капуста с авокадо,,,,95.0,25.0,Жареная цветная капуста с маринованными огурцами,85.0,32.9,Запечённая цветная капуста с солёными огурцами,120.0,5.3,Запеченная цветная капуста с авокадо,205.0,61.8,Жареная цветная капуста с авокадо
dish_1566933180,161.4,12,"salt, vinegar, olive oil, garlic, thyme",280.0,73.4,Жареная куриная ножка с кожей,220.0,36.3,Запечённая куриная ножка,200.0,23.9,Запечённая куриная ножка,175.0,8.4,"Куриная голень в кунжуте, запечённая/жареная",220.0,36.3,Жареная куриная котлета,245.0,51.8,Жареная куриная ножка,280.0,73.4,Жареная куриная ножка
dish_1566933226,245.4,13,"couscous, garlic, parsley, basil, lemon juice",350.0,42.6,Кусок жареной курицы с кускусом,270.0,10.0,Куриная ножка с кускусом,,,,420.0,71.1,Запечённое куриное бедро с кускусом по-мароккански,320.0,30.4,Курица с рисом куркумой,435.0,77.2,Жареная куриная ножка с кускусом,450.0,83.3,Куриная ножка с кускусом
dish_1566933498,318.5,18,"pepper, wine, eggplant, mushroom, squash",220.0,30.9,Салат из зелени с курицей и киноа,210.0,34.1,Салат из зелени с курицей под чесноком,,,,310.0,2.7,Жареный рис с курицей и зелёный салат с листовыми овощами,245.0,23.1,Салат с котлетой из рыбы,385.0,20.9,Курица в панировке из кускуса с зеленым салатом,420.0,31.9,Курица с кускусом и зеленым салатом
dish_1566934401,435.9,15,"chive, white beans, onions, bell peppers, fish",320.0,26.6,Запечённый лосось с овощами и кусочек пиццы,310.0,28.9,Запечённый лосось с овощами и кусочком блинчика с творогом,320.0,26.6,Лосось с овощами и кусочком запеканки,420.0,3.6,"Рыбное ассорти: рулет из лосося, маринованная скумбрия с овощами, запечённое тесто с сыром",285.0,34.6,Паштет из говядины с овощами и хлебцом,455.0,4.4,Запеченный лосось с салатом из белой фасоли и артишоков и кусочком пиццы,550.0,26.2,"Лосось с гарниром из бобов и артишоков, кусочек пиццы"
dish_1566934487,553.0,18,"fish, white beans, cauliflower, garlic, parsley",320.0,42.1,Запечённый лосось с овощами и печёным картофелем,470.0,15.0,"Сёмга с овощами, макаронами и овсяным печеньем",450.0,18.6,Рыба с овощами и печеньем,420.0,24.1,"Ассорти: запечённый лосось, скумбрия маринованная, салат из огурца и зелени, запечённый картофель с луком, хлебец/котлета",385.0,30.4,Паштет из печени с овощами и гарниром,565.0,2.2,Запеченный лосось с овощами и овсяным печеньем,550.0,0.5,Запеченный лосось с овощами и печеньем
dish_1566938059,463.2,14,"shallots, wine, salt, cheese pizza, lemon juice",400.0,13.7,Пицца с курицей и салат из листьев салата,470.0,1.5,Куриные голени с тушёной зелёной капустой и кусочками пиццы,520.0,12.3,"Куриные ножки с овощами, запечённая пицца и тушёная зелень",520.0,12.3,"Курица запечённая с соусом, лазанья и тушёный бок-чой",455.0,1.8,Лосось с овощами и мясными фрикадельками,485.0,4.7,"Куриная ножка, пицца Маргарита и бок-чой",750.0,61.9,"Смешанное блюдо: пицца Маргарита, куриные голени с рисом и тушеная зелень"
dish_1567542953,542.5,20,"beef, chili, white rice, pineapple, soy sauce",420.0,22.6,"Пицца с говядиной, брокколи, жареной морковью и ананасом",470.0,13.4,"Ассорти: ананас, брокколи, говядина с подливкой, жареная морковь, кусочек рулета, пицца с сыром",520.0,4.1,"Ассорти из пиццы, овощей, мяса и ананаса",620.0,14.3,"Смешанная тарелка: пицца, тушёная говядина, жареные овощи, брокколи, ананас",485.0,10.6,Мясо с овощами и картофелем,615.0,13.4,"Сборная тарелка (пицца, мясо, овощи, ананас)",650.0,19.8,"Сборная тарелка: пицца, мясо с рисом, брокколи, ананас, запеченные овощи"
dish_1567625343,65.5,3,"chard, avocado, kale",70.0,6.9,Листья мангольда с авокадо,70.0,6.9,Авокадо с тушёным мангольдом,120.0,83.3,Авокадо с тушёным мангольдом,148.0,126.0,Авокадо с тушёным мангольдом,95.0,45.1,Блюдо с овощами,60.0,8.4,Авокадо с тушеной свекольной ботвой,150.0,129.1,Авокадо и тушеный мангольд
dish_1567625434,581.3,18,"salt, shallots, thyme, parsley, arugula",350.0,39.8,Салат с рисом и авокадо,370.0,36.3,"Салат с рукколой, помидорами черри, авокадо, тушёной зеленью и курицей с рисом",420.0,27.7,"Салат с авокадо, рисом и курицей",,,,320.0,44.9,Салат с рубленым мясом и овощами,485.0,16.6,Рис с курицей и салатом из свежей зелени,580.0,0.2,"Курица с рисом, салат из рукколы, шпината, черри и авокадо"
dish_1567785130,76.7,5,"raspberries, vinaigrette, granola, blackberries, mixed greens",15.0,80.4,Салат из шпината с морковью,15.0,80.4,Салат из шпината и моркови,25.0,67.4,Салат из шпината и моркови,72.0,6.1,Салат из шпината с морковью и зелёной фасолью,65.0,15.2,"Стир-фрай из овощей (зелёный перец, морковь)",25.0,67.4,Салат из шпината с морковью,30.0,60.9,Тушеный шпинат с морковью
dish_1567785165,273.1,6,"mixed greens, blackberries, raspberries, sausage, vinaigrette",110.0,59.7,Тушеные овощи с морковью и бататом,160.0,41.4,Салат из шпината с морковью и куриная колбаса,320.0,17.2,Салат из шпината с морковью и колбаски,270.0,1.1,Тушёный шпинат с морковью и зелёным луком + жареные сосиски/колбаски,95.0,65.2,Стир-фрай из овощей с грибами,325.0,19.0,Обжаренная колбаса с салатом из шпината и моркови,300.0,9.8,Шпинат с морковью и нарезанные сосиски
dish_1567785778,303.5,14,"pineapple, bell peppers, berries, cucumbers, salt",320.0,5.4,Овсяная каша с фруктами и овощным салатом,220.0,27.5,Овсяная каша с фруктами и овощным салатом,,,,370.0,21.9,"Тарелка с овсянкой, фруктами и овощным салатом",245.0,19.3,Мясное пюре с картофелем и овощами,345.0,13.7,"Овсяная каша с фруктами, ягодами и салатом",380.0,25.2,"Завтрак с овсянкой, фруктами и салатом"
dish_1568044496,35.4,1,watermelon,24.0,32.2,кусочки арбуза,21.0,40.7,Кусочки арбуза,30.0,15.3,Кусочки арбуза,45.0,27.1,Нарезанный арбуз,30.0,15.3,Нарезанный красный перец,15.0,57.6,Нарезанный арбуз,45.0,27.1,Нарезанный арбуз
dish_1568048018,496.8,4,"turkey bacon, olive oil, scrambled eggs, broccoli",350.0,29.5,яичница-болтунья с брокколи и беконом,320.0,35.6,Яичница-болтунья с брокколи и говяжей пастрамой,320.0,35.6,Яичница-болтунья с брокколи и беконом,520.0,4.7,Яичница-болтунья с беконом и брокколи,520.0,4.7,"Завтрак с яичницей, беконом и брокколи",325.0,34.6,Скрэмбл с брокколи и веганским беконом,350.0,29.5,Яичница-скрэмбл с брокколи и веганским беконом
dish_1568060697,133.9,3,"onions, avocado, mixed greens",160.0,19.5,Салат с авокадо и красным луком,170.0,27.0,"Салат с авокадо, миксом салатных листьев и красным луком",180.0,34.4,Салат с авокадо и луком,195.0,45.7,Салат из микс-зелени с авокадо и красным луком,245.0,83.0,"Салат с авокадо, листовой зеленью и луком",145.0,8.3,Овощной салат с авокадо,160.0,19.5,"Салат с авокадо, красным луком и миксом салатных листьев"
dish_1568060722,460.6,4,"avocado, mixed greens, onions, chicken",350.0,24.0,Салат с курицей и авокадо,270.0,41.4,Салат с куриной грудкой и авокадо,320.0,30.5,Салат с курицей и авокадо,320.0,30.5,"Салат с тофу, авокадо и миксом зелени",285.0,38.1,Салат с тофу и овощами,355.0,22.9,Салат с курицей и авокадо,450.0,2.3,"Салат с курицей, авокадо и миксом зелени"
dish_1568061097,146.2,1,cheese pizza,130.0,11.1,кусок пиццы с сыром и томатным соусом,110.0,24.8,Кусочек пиццы с сыром,130.0,11.1,Кусочек пиццы,215.0,47.0,Кусочек пиццы с пепперони и сыром,215.0,47.0,Пицца,135.0,7.7,Кусочек пиццы Маргарита,200.0,36.8,Кусок пиццы Маргарита
dish_1568305257,837.1,10,"turkey bacon, salt, bell peppers, mustard, olive oil",450.0,46.2,яичница-болтунья с беконом и тушеным шпинатом с морковью,370.0,55.8,Яичница-болтунья с говяжьим беконом и тушёным шпинатом с морковью,450.0,46.2,Яичница-болтунья с беконом и шпинатом,520.0,37.9,"Завтрак: яичница-болтунья, жареные сосиски/колбаски, тушёный шпинат с морковью",580.0,30.7,Сосиски с картофелем фри и зеленью,415.0,50.4,Скрэмбл с беконом из индейки и шпинатом,550.0,34.3,"Завтрак со скрэмблом, шпинатом и колбасками"
dish_1568313575,57.9,3,"mushroom, mixed greens, avocado",90.0,55.3,Салат из листьев салата с авокадо и грибами,25.0,56.9,Салат из свежих листьев с огурцом и шампиньонами,40.0,31.0,Салат из зелени с овощами,105.0,81.2,Зелёный салат с авокадо и миксом листьев,145.0,150.3,Салат из смешанных листовых овощей с жареными грибами,145.0,150.3,Зеленый салат с авокадо и грибами,150.0,158.9,"Салат с миксом зелени, авокадо и грибами"
dish_1568314857,295.5,10,"salt, beef, millet, bok choy, avocado",220.0,25.6,говядина с авокадо,120.0,59.4,Говядина тушёная с кабачком,220.0,25.6,Говядина с кабачками,420.0,42.1,Тушёная говядина с авокадо,385.0,30.3,Стейк из говядины с жареными кабачками,265.0,10.3,Тушеная говядина с авокадо,380.0,28.6,Тушеная говядина с авокадо
dish_1568401302,716.5,7,"fried rice, salt, squash, carrot, avocado",420.0,41.4,"Тарелка с тушеной тыквой, рисом с овощами, салатом из тунца с овощами, тертой морковью и авокадо",370.0,48.4,"Тарелка с рисом, курицей, тыквой, морковью и авокадо",450.0,37.2,"Тарелка с рисом, тунцом, тыквой, морковью и авокадо",520.0,27.4,"Тарелка с тунцом, варёным рисом, тыквой, морковью и авокадо",285.0,60.2,Салат из тунца с овощами,535.0,25.3,"Салат из тунца с рисом, тыквой и морковью",620.0,13.5,"Обед с тунцом, рисом, тыквой и овощами"
dish_1568405214,144.3,13,"mustard greens, olive oil, cucumbers, kale, tomatoes",180.0,24.8,Салат Цезарь с шпинатом,210.0,45.6,"Салат с курицей, капустой кейл и шпинатом",180.0,24.8,"Салат с кейлом, шпинатом и сухариками",295.0,104.5,Салат из шпината и капусты кейл с курицей и сыром,285.0,97.6,Салат из киноа с зеленью и нутом,215.0,49.0,"Салат с кейлом, тофу и шпинатом",280.0,94.1,Салат из шпината и кейла с тофу
dish_1568405273,386.2,18,"tomatoes, salmon, vinegar, cucumbers, kale",220.0,43.0,"Салат с шпинатом, капустой кейл, гренками и гречкой с помидорами",210.0,45.6,"Салат из шпината, кейла с курицей и гречкой с овощами",220.0,43.0,"Салат с зеленью, гречкой и овощами",340.0,12.0,"Салат со шпинатом, капустой кейл, крутонами, чечевицей и томатами черри",320.0,17.1,"Салат с киноа, шпинатом и овощами",380.0,1.6,"Салат с кейлом, пшеницей и шпинатом",380.0,1.6,"Салат из шпината, салат из капусты кейл с гренками и салат из чечевицы с помидорами"
dish_1568664972,303.4,15,"vinegar, garlic, jalapenos, bell peppers, mustard",280.0,7.7,Курица с киноа и зелёный салат,210.0,30.8,Куриная грудка с кускусом и миксом зелёных листьев,320.0,5.5,Курица с киноа и салатом,280.0,7.7,Куриное филе в соусе со шпинатом и зелёным салатом,385.0,26.9,Куриное филе в панировке с зеленью,325.0,7.1,Салат с курицей и кускусом,380.0,25.2,Курица с кускусом и зеленым салатом
dish_1568665935,154.2,1,cheese pizza,140.0,9.2,кусок пиццы с сыром,140.0,9.2,Кусок пиццы с сыром,220.0,42.7,Кусок пиццы с сыром,210.0,36.2,Кусочек пиццы Маргарита,215.0,39.4,Кусочек пиццы с сыром и томатом,130.0,15.7,Кусочек пиццы Маргарита,180.0,16.7,Кусок пиццы Маргарита
